"","chr","pos","pval","padj"
"1466550","3R",13845345,2.31135288617703e-17,5.36334665144696e-14
"1466558","3R",13845483,4.57839330588082e-16,7.92941043608307e-13
"1466574","3R",13846152,2.09492217665956e-22,1.34006731589907e-18
"1466616","3R",13848314,2.89247950734809e-25,3.23116499823986e-21
"1466617","3R",13848335,9.10531938410087e-29,2.00462798137941e-24
"1466641","3R",13849463,1.47444481382431e-18,4.40111113584922e-15
"1466642","3R",13849465,1.76317451630982e-26,2.50383110461707e-22
"1466643","3R",13849466,6.46989311742823e-16,1.08555646389819e-12
"1466644","3R",13849472,6.72351727145742e-24,5.77279033223574e-20
"1466645","3R",13849487,3.01276409760059e-24,2.760261294913e-20
"1466646","3R",13849513,4.18651441947001e-28,8.10183446500318e-24
"1466670","3R",13850403,1.42748350988804e-18,4.27226491629895e-15
"1466673","3R",13850450,3.14595899872578e-29,7.58938241311193e-25
"1466688","3R",13851546,8.08813488593168e-28,1.48501373030086e-23
"1466716","3R",13852299,7.22418618868388e-32,3.03497317154742e-27
"1466772","3R",13854467,9.56163598759569e-28,1.73185007624832e-23
"1466787","3R",13854984,6.57169325017651e-27,1.00871539181923e-22
"1466789","3R",13855017,6.98557305911943e-23,4.90335759981813e-19
"1466790","3R",13855031,2.97028969066881e-27,4.87693144596359e-23
"1466820","3R",13856723,8.38480184403676e-17,1.70860157270445e-13
"1466834","3R",13857442,1.42276749712652e-26,2.06608875411076e-22
"1466840","3R",13857663,1.12243857665857e-25,1.36000339150567e-21
"1466845","3R",13857929,7.87010219231957e-21,3.71789574172996e-17
"1466912","3R",13861791,3.42828060635227e-28,6.76884133321036e-24
"1466916","3R",13861839,1.68782335248882e-31,6.55505895789675e-27
"1466931","3R",13862481,2.74380423337451e-20,1.16657446669792e-16
"1466942","3R",13862738,6.8084936448504e-17,1.41857459816112e-13
"1466947","3R",13862986,4.8150666494e-28,9.21104404424076e-24
"1466969","3R",13863884,1.34964470211716e-22,8.96179050122189e-19
"1466971","3R",13863911,1.68019708558791e-22,1.09271374285741e-18
"1466972","3R",13863914,7.7042768670174e-19,2.43464381932071e-15
"1467003","3R",13865507,4.91125346394786e-23,3.54683978916162e-19
"1467034","3R",13867163,2.38849615214207e-22,1.50874366025355e-18
"1467044","3R",13868042,6.88372403725021e-17,1.4316116690547e-13
"1467049","3R",13868122,2.40573755515371e-25,2.72948806705698e-21
"1467114","3R",13871301,1.01806252928396e-19,3.84919561526489e-16
"1467132","3R",13871805,2.46533710821353e-20,1.05788338277392e-16
"1467135","3R",13872059,2.12819089810823e-18,6.17144632069475e-15
"1467166","3R",13873225,6.69571771563811e-25,6.95744183518173e-21
"1467185","3R",13874278,2.93136279982933e-20,1.24034954297173e-16
"1467186","3R",13874300,3.82480809588253e-18,1.05175125885956e-14
"1467238","3R",13876768,1.60579059857626e-19,5.83341495315405e-16
"1467259","3R",13877559,1.70072509619604e-22,1.10440073160399e-18
"1467262","3R",13877703,4.04265575536387e-19,1.35071948321199e-15
"1467309","3R",13879841,4.06272759344718e-23,2.97816705450069e-19
"1467312","3R",13879945,1.32561056328984e-19,4.89355953956877e-16
"1467315","3R",13880249,3.50608366295053e-29,8.36536538291728e-25
"1467316","3R",13880281,2.15548008800598e-17,5.03662521107861e-14
"1467317","3R",13880283,2.34843712436185e-19,8.22887019663192e-16
"1467321","3R",13880305,2.23070233457625e-20,9.65553707588964e-17
"1467322","3R",13880308,2.05007194109343e-19,7.26261096243782e-16
"1467323","3R",13880373,1.5494000034068e-19,5.65107119289716e-16
"1467356","3R",13881908,8.33849835845317e-21,3.92213113197185e-17
"1467365","3R",13882156,3.79303848445649e-17,8.3718051051821e-14
"1467386","3R",13883127,1.68717441064864e-15,2.57725870098451e-12
"1467401","3R",13883594,3.41303898441613e-17,7.61332327322493e-14
"1467432","3R",13884616,1.34940115166718e-16,2.62360183661767e-13
"1467543","3R",13888429,1.17864095602832e-15,1.86508730663349e-12
"1467736","3R",13896519,4.04458680247997e-19,1.35091551052184e-15
"1468019","3R",13908636,2.47143793996245e-21,1.28923299852521e-17
"1468024","3R",13908769,3.62262095313841e-18,1.00190264706219e-14
"1468053","3R",13910135,5.65643298960997e-19,1.83487471073328e-15
"1468340","3R",13921939,1.07794978402925e-23,8.81617374341943e-20
"1468341","3R",13921952,8.4323262487783e-24,7.06406381786866e-20
"1468354","3R",13922355,1.58597475434607e-15,2.43741933364517e-12
"1468363","3R",13922753,7.95826668088499e-17,1.63014407694578e-13
"1468372","3R",13922985,2.80344970546221e-21,1.44800134803059e-17
"1468427","3R",13925363,2.10274872131564e-20,9.15918346862782e-17
"1468488","3R",13927976,9.26922656453476e-17,1.86862268885878e-13
"1469088","3R",13947366,1.19055051374765e-15,1.88199746223783e-12
"1469526","3R",13967210,5.0993772976046e-28,9.68936252056454e-24
"1469532","3R",13967342,2.08903687235872e-20,9.10226177667218e-17
"1469534","3R",13967382,7.96058325231218e-22,4.5368733065252e-18
"1469537","3R",13967457,3.15342935661381e-18,8.82672762442937e-15
"1469594","3R",13971252,5.37580807912609e-16,9.17280660837353e-13
"1469652","3R",13973872,8.89921981365184e-19,2.7802531725752e-15
"1469653","3R",13973921,1.78743132418797e-18,5.25935106540902e-15
"1469698","3R",13975998,6.22899678828053e-20,2.46212938841095e-16
"1469733","3R",13978455,2.75600282565558e-20,1.17123252757052e-16
"1469785","3R",13985566,6.44710179882589e-19,2.07296842884295e-15
"1469975","3R",13994228,2.93062455775297e-18,8.26444082445058e-15
"1469990","3R",13994379,1.25254722868436e-23,1.01009724998392e-19
"1470084","3R",13997386,1.72579721055389e-25,2.01214377697201e-21
"1470089","3R",13997697,2.76013231883346e-24,2.5494562451966e-20
"1470090","3R",13997721,1.97967696081264e-32,9.39137233627165e-28
"1470114","3R",13998545,2.372373197792e-21,1.24259934042641e-17
"1470120","3R",13998744,2.36192968608729e-16,4.36130073177232e-13
"1470161","3R",14000138,3.68081513644976e-22,2.23709944578439e-18
"1470162","3R",14000139,2.18475921084771e-21,1.15136982355897e-17
"1470163","3R",14000141,5.84352773080068e-21,2.83976487121161e-17
"1470170","3R",14000492,2.33206006604238e-24,2.19042177027573e-20
"1470173","3R",14000672,1.16068980192408e-25,1.40183127541737e-21
"1470187","3R",14001321,3.23669839523279e-31,1.19468786654194e-26
"1470189","3R",14001553,1.25896784312962e-28,2.70688543110917e-24
"1470190","3R",14001563,4.41007851010882e-30,1.28943910515227e-25
"1470218","3R",14002443,1.83142134689935e-24,1.75290657926734e-20
"1470242","3R",14003826,2.67228933496385e-18,7.58891311368496e-15
"1470293","3R",14005608,3.04108792369573e-29,7.37414064067213e-25
"1470370","3R",14009003,6.27968719889101e-27,9.67571199739919e-23
"1470377","3R",14009083,2.29920526180706e-18,6.62320855938337e-15
"1470402","3R",14009908,7.39235471910712e-22,4.2429643300679e-18
"1470430","3R",14011476,8.57496988397025e-19,2.68696887762114e-15
"1470452","3R",14012504,9.66671901358893e-37,1.07603492727914e-31
"1470518","3R",14014728,2.97606919804266e-19,1.02104316143955e-15
"1470593","3R",14018305,1.99917577325136e-19,7.10009805249503e-16
"1470653","3R",14023860,2.31543913071316e-17,5.3708902945285e-14
"1470666","3R",140246,2.58622159502448e-24,2.39900835883227e-20
"1470667","3R",14024647,2.89412592652724e-20,1.22569407264756e-16
"1470668","3R",14024672,2.85933103504486e-17,6.48668536602095e-14
"1470670","3R",14024909,2.45339458378619e-16,4.51280190132042e-13
"1470671","3R",14025020,3.34128808486919e-16,5.95688358740588e-13
"1470672","3R",14025137,1.39168890157035e-34,1.03005352107078e-29
"1470725","3R",14028645,1.6373456861394e-16,3.12647020049527e-13
"1470853","3R",14035346,6.19240409077085e-26,7.87236997056162e-22
"1470867","3R",14035810,1.2146853915867e-32,5.97278598982717e-28
"1470868","3R",14035872,4.4905002694096e-33,2.3820370262024e-28
"1470974","3R",14038723,3.64639564285777e-18,1.00739401496514e-14
"1471012","3R",14040290,1.64006399892644e-23,1.29381977472126e-19
"1471017","3R",14040540,2.95526792323903e-19,1.01415269052929e-15
"1471019","3R",14040594,5.56066018599288e-18,1.47458111603777e-14
"1471020","3R",14040639,5.87229128085541e-18,1.54951721038019e-14
"1471071","3R",14041978,6.72535198505276e-18,1.74914782066566e-14
"1471504","3R",14056883,2.34770444396048e-16,4.33815032414382e-13
"1471964","3R",14075083,4.48816029275431e-22,2.68279944927746e-18
"1472091","3R",14079887,3.12423939734946e-18,8.74848675142137e-15
"1472104","3R",14080009,9.90006513547268e-19,3.06448877409643e-15
"1472108","3R",14080106,1.27320269459952e-25,1.52340303871803e-21
"1472545","3R",14098601,5.66081839574453e-18,1.49875148396194e-14
"1472581","3R",14100754,2.03867795907639e-16,3.81474184578854e-13
"1472655","3R",14104308,7.99277154083778e-20,3.09440453622975e-16
"1472831","3R",14113777,3.23552259576849e-16,5.7891309013114e-13
"1472833","3R",14114031,2.49846426970533e-17,5.74640526694158e-14
"1472835","3R",14114229,7.47093978162172e-18,1.92640496955346e-14
"1472836","3R",14114238,7.94324372651183e-22,4.52790391239693e-18
"1472837","3R",14114325,1.60096083529222e-21,8.64989753922592e-18
"1472839","3R",14114406,5.34267973753557e-16,9.12839909835506e-13
"1472840","3R",14114552,8.38433528999597e-16,1.36891653897351e-12
"1472857","3R",14115719,7.96250885019635e-18,2.04050329290382e-14
"1472858","3R",14115756,1.40146681746358e-17,3.40621519054965e-14
"1473076","3R",14125819,6.61071714790154e-16,1.10714797384403e-12
"1473105","3R",14127552,3.79563367150554e-17,8.37622530890972e-14
"1473106","3R",14127636,2.07200841217102e-16,3.87121660802786e-13
"1473112","3R",14128092,4.60540590601507e-23,3.34132328997042e-19
"1473113","3R",14128188,8.91101521317829e-17,1.80438595168932e-13
"1473116","3R",14128278,3.83408470964693e-27,6.1466719538203e-23
"1473160","3R",14130186,2.44480003396174e-16,4.50021349141378e-13
"1473218","3R",14132348,1.94933318901066e-15,2.93522137155714e-12
"1473255","3R",14133431,4.18036364949888e-17,9.13258361703543e-14
"1473282","3R",14134375,5.89687495433671e-27,9.13875407523684e-23
"1474093","3R",14164921,1.5875848496056e-17,3.81365562089032e-14
"1474102","3R",14165120,9.3656904059322e-23,6.43503551466397e-19
"1474185","3R",14168286,7.26486389301343e-16,1.20520917250449e-12
"1474258","3R",14170822,1.05816138599697e-15,1.69076143171975e-12
"1474260","3R",141710,1.70159049354439e-17,4.06300783259659e-14
"1474413","3R",14178891,5.30812064148777e-16,9.07500314152519e-13
"1474422","3R",14179644,2.61844056696662e-20,1.11831904609907e-16
"1474487","3R",14187369,1.60416893543064e-17,3.85153008983482e-14
"1474496","3R",14187697,5.4203087116685e-22,3.18345654837846e-18
"1474714","3R",14206937,5.61056071513942e-16,9.53825421230055e-13
"1474727","3R",14207216,3.40596606285216e-21,1.73574072797401e-17
"1474817","3R",14211205,3.10325750366166e-21,1.59151527703423e-17
"1475275","3R",14229082,8.21959751061327e-18,2.10048398640618e-14
"1475350","3R",14231550,6.96888230870008e-17,1.44719307124065e-13
"1475389","3R",14232589,1.63260187263675e-18,4.83295148258563e-15
"1475407","3R",14233666,9.14742591255465e-21,4.26642346001002e-17
"1475448","3R",14234866,2.52740664552873e-20,1.08205428344218e-16
"1475525","3R",14245806,7.1774733571153e-22,4.13053032553976e-18
"1475575","3R",14248872,2.74175646243967e-18,7.77312319895241e-15
"1475627","3R",14251689,1.00074716366563e-18,3.09367124691212e-15
"1475628","3R",14251704,3.61985722844078e-19,1.22190027679142e-15
"1475664","3R",14253581,1.32806465762369e-21,7.28685398331658e-18
"1476044","3R",14280499,7.72591492107421e-20,2.99683589012944e-16
"1476062","3R",14281211,4.64389124482123e-35,3.77297377546362e-30
"1476063","3R",14281252,1.98360496596074e-35,1.74715382990617e-30
"1476092","3R",14282235,5.53331784414608e-32,2.39119537672845e-27
"1476214","3R",14291526,1.85117120351904e-15,2.80193331238328e-12
"1476265","3R",14293002,3.38526204629884e-26,4.51383145747967e-22
"1476320","3R",14295272,1.93778454309314e-15,2.91985344214046e-12
"1476329","3R",14295542,2.25455554134255e-24,2.12013451491198e-20
"1476330","3R",14295544,9.31156031110788e-25,9.4294863610438e-21
"1476723","3R",14310863,3.63237879974855e-17,8.06062294837156e-14
"1476822","3R",14313372,2.43700254892837e-19,8.52019491973707e-16
"1476903","3R",14315952,1.93154262905168e-24,1.84001511644277e-20
"1477109","3R",14328426,1.09751887243247e-22,7.42363661643504e-19
"1477185","3R",14333025,1.41490381548852e-22,9.35775754725816e-19
"1477213","3R",14334699,9.96718779534226e-17,1.99609153803707e-13
"1477257","3R",14337363,2.92265346626967e-27,4.80961868239808e-23
"1477375","3R",14343491,1.49212115812697e-22,9.79058370222017e-19
"1477409","3R",14345110,1.65510640934737e-17,3.96171721167536e-14
"1477491","3R",14348119,2.04845758101232e-23,1.58860937662375e-19
"1477537","3R",14350452,2.86098135358398e-18,8.08497952525066e-15
"1477604","3R",14353602,4.57384547834325e-23,3.32354258411093e-19
"1477620","3R",14354295,1.68844889843566e-21,9.07921560374789e-18
"1477665","3R",14356074,1.00318759389332e-22,6.85942368884297e-19
"1477679","3R",14356806,8.93715187512409e-24,7.45043900753197e-20
"1477864","3R",14364429,9.06181876646342e-23,6.24141701841195e-19
"1477888","3R",14365725,9.29398491482206e-19,2.89470636731742e-15
"1477982","3R",14369139,4.41632962861917e-24,3.91305243008232e-20
"1478007","3R",14370666,1.6677280716105e-20,7.40462679590439e-17
"1478206","3R",14380083,8.14360321767691e-21,3.83748194343646e-17
"1478210","3R",14380139,6.33187839989128e-20,2.49860359926042e-16
"1478515","3R",14394052,3.52720971646658e-17,7.84509827013636e-14
"1478567","3R",14396792,1.75336323946286e-23,1.37781760011572e-19
"1478582","3R",14397620,4.35170879253933e-25,4.69791675736797e-21
"1478617","3R",14399140,3.2128099923131e-20,1.3493416460798e-16
"1478622","3R",14399407,3.27213898832209e-22,2.00945098727796e-18
"1478643","3R",14400136,4.21322859910505e-20,1.72542160132215e-16
"1478659","3R",14400589,1.74864524283733e-18,5.15273398014192e-15
"1478660","3R",14400751,7.16368881363735e-20,2.79949158718018e-16
"1478842","3R",14410252,6.95392008289168e-16,1.15879236622946e-12
"1478896","3R",14411897,2.11548000251215e-16,3.94487659595669e-13
"1478910","3R",14412433,2.88333962917559e-16,5.21910172324133e-13
"1478924","3R",14413645,4.83085879286485e-16,8.32992203442934e-13
"1478941","3R",14414795,4.77180450418787e-18,1.28503719136526e-14
"1478942","3R",14414875,8.23279780348339e-20,3.1773241598938e-16
"1478946","3R",14415413,1.66170421758092e-17,3.97582698179514e-14
"1478950","3R",14415770,7.35007539296836e-16,1.2173454072545e-12
"1478956","3R",14416127,1.85671412703795e-18,5.44564088209475e-15
"1478980","3R",14417126,5.3949362122226e-17,1.15033353345336e-13
"1479087","3R",14423235,1.09226100722408e-16,2.16945151526733e-13
"1479114","3R",14424049,3.35700179987902e-19,1.13860964471177e-15
"1479133","3R",14425237,1.75065571441533e-17,4.16960035321665e-14
"1479134","3R",14425238,1.19475955669895e-23,9.65698813927333e-20
"1479165","3R",14426015,4.37275263851236e-18,1.18627350791903e-14
"1479207","3R",14426987,1.86724241613588e-18,5.47595173282428e-15
"1479238","3R",14428337,1.85290505709701e-30,5.87812524700574e-26
"1479264","3R",14429437,1.67549182656138e-15,2.56107329177289e-12
"1479302","3R",14431340,2.40211995673162e-16,4.42885948017253e-13
"1479393","3R",14436269,2.90032347039552e-16,5.2462657752699e-13
"1479429","3R",14437364,3.08383464537644e-16,5.54121914508591e-13
"1479440","3R",14437826,6.90484655025709e-16,1.15163293845846e-12
"1479449","3R",14437959,2.9448794659158e-17,6.66655806627478e-14
"1479470","3R",14439032,1.95214914340742e-20,8.55062259334813e-17
"1480004","3R",14460594,4.19380454103626e-19,1.39613704766419e-15
"1480166","3R",14468750,6.87549999439653e-17,1.43021691564092e-13
"1480186","3R",14469649,4.08524652350617e-17,8.94690893399597e-14
"1480188","3R",14469813,8.62371052547159e-24,7.21584122078348e-20
"1480283","3R",14472527,4.61567793238977e-16,7.98762368069371e-13
"1480284","3R",1447262,7.13409537769789e-16,1.18574160009549e-12
"1481045","3R",14512093,4.7742340850302e-16,8.24032401559421e-13
"1481059","3R",14513004,2.5185112710358e-19,8.78019243988084e-16
"1481270","3R",14525024,4.38599748324394e-16,7.62984706419279e-13
"1481600","3R",14542280,8.06482335395662e-16,1.32194055808418e-12
"1481621","3R",14543207,2.21994061583645e-17,5.17186022844746e-14
"1481878","3R",14554840,1.94200693152355e-16,3.64906706167434e-13
"1482095","3R",14563406,5.81575015686575e-17,1.23105598868532e-13
"1482157","3R",14565287,2.41462931197542e-20,1.03754171029768e-16
"1482193","3R",14566212,4.22101426211216e-19,1.40436400500756e-15
"1482399","3R",14576649,5.48279656521571e-22,3.21481448214541e-18
"1482405","3R",14576838,1.38465894420074e-24,1.35558456914429e-20
"1482712","3R",14589209,1.55348962175487e-17,3.73874124011421e-14
"1482714","3R",14589219,1.18775849617997e-15,1.87819907052197e-12
"1483134","3R",14607377,2.77945136879359e-16,5.05013010771706e-13
"1483179","3R",14609447,8.15735971451715e-19,2.56663545724763e-15
"1483190","3R",14609593,5.76117502211569e-21,2.80408182653186e-17
"1483549","3R",14627574,7.39018107904383e-18,1.90645042232076e-14
"1483551","3R",14627639,5.16117244200606e-18,1.37873096202e-14
"1483590","3R",14630274,3.82805539967062e-16,6.73970218438695e-13
"1483615","3R",14631185,4.7538553841055e-17,1.02625462792594e-13
"1483716","3R",14635173,2.69117511355428e-19,9.32008669310821e-16
"1483831","3R",14640394,4.14356731456602e-16,7.24511642563161e-13
"1483902","3R",14646753,9.48623539355727e-21,4.40699887040938e-17
"1483918","3R",14649812,1.10911843140473e-19,4.15953869970179e-16
"1484007","3R",14657897,1.43351301333152e-27,2.51586358696134e-23
"1484047","3R",14659883,6.02067761380349e-16,1.01694356748638e-12
"1484597","3R",14683519,1.71415986626617e-17,4.09094767153006e-14
"1485127","3R",14709881,1.96197699985094e-18,5.72650593434024e-15
"1485146","3R",14711794,8.79180150150049e-19,2.75034090023187e-15
"1485189","3R",14715050,1.17506413827205e-16,2.31537279823722e-13
"1485235","3R",14717315,8.55562873872135e-20,3.29202991526747e-16
"1485236","3R",14717361,2.77005479146856e-18,7.8484216465178e-15
"1485237","3R",14717419,4.64986155884697e-16,8.04136580893899e-13
"1485243","3R",14717503,9.96754372103012e-19,3.08267629225371e-15
"1485245","3R",14717555,1.98253175358352e-15,2.97949792010128e-12
"1485248","3R",14717618,7.02765953167164e-17,1.45776949199007e-13
"1485251","3R",14717675,1.28222765046351e-22,8.5477811354485e-19
"1485280","3R",14718751,1.48238880134517e-16,2.85565554853478e-13
"1485304","3R",14720418,2.44968367778538e-21,1.27906477160018e-17
"1485364","3R",14722112,2.36273096892687e-22,1.49313571634241e-18
"1485387","3R",14725398,1.94101937931036e-16,3.64745383679641e-13
"1485442","3R",14727363,1.484478254228e-15,2.29490583545432e-12
"1485448","3R",14727497,3.49027676080437e-17,7.7684532694618e-14
"1485476","3R",14728344,1.17875356314984e-15,1.86508730663349e-12
"1485638","3R",14734297,7.15703158353796e-21,3.4112439737579e-17
"1485675","3R",14735715,2.5747482359422e-18,7.33918557325153e-15
"1485745","3R",14740941,3.62875464497778e-16,6.42119971905486e-13
"1485901","3R",14747393,1.9630262783801e-15,2.95378075347021e-12
"1486119","3R",14753310,5.42934844858589e-20,2.17216901194777e-16
"1486122","3R",14753583,3.82699205517221e-16,6.73824964567997e-13
"1486167","3R",14754843,2.88936105834331e-19,9.9382744951241e-16
"1486176","3R",14755020,7.6856054550004e-16,1.26624132990513e-12
"1486182","3R",14755255,9.78331304043426e-21,4.53309412487082e-17
"1486183","3R",14755259,1.81605312872453e-20,8.00285935437678e-17
"1486184","3R",14755278,1.08495822254123e-19,4.07704231307974e-16
"1486187","3R",14755333,5.98678412847037e-23,4.25724077409972e-19
"1486189","3R",14755340,3.80953338921365e-19,1.27935851773668e-15
"1486191","3R",14755350,1.93483704444921e-19,6.89672133302899e-16
"1486193","3R",14755508,1.28106648675858e-19,4.74274603348727e-16
"1486195","3R",14755590,4.91025655113911e-21,2.42160459514112e-17
"1486197","3R",14755656,2.6201493990543e-18,7.45282049028007e-15
"1486198","3R",14755747,9.11348762615249e-18,2.307846241606e-14
"1486199","3R",14755757,1.22219895029041e-17,3.0143017041558e-14
"1486201","3R",14755770,4.16970303519862e-18,1.13740939035307e-14
"1486203","3R",14755868,7.48015747793618e-19,2.37150619307436e-15
"1486241","3R",14757697,4.3413744439057e-17,9.45182167643252e-14
"1486243","3R",14757728,5.89151289082824e-18,1.55386411431425e-14
"1486248","3R",14757783,2.58290442296128e-18,7.35872495031816e-15
"1486252","3R",14757886,6.4402999006048e-21,3.10452688805109e-17
"1486253","3R",14757896,4.31845382646721e-21,2.15151017665796e-17
"1486263","3R",14758263,1.1342071690013e-18,3.47095042680577e-15
"1486282","3R",14759138,7.47610566383127e-25,7.68641319849471e-21
"1486284","3R",14759299,4.13630775884967e-22,2.49303514995557e-18
"1486288","3R",14759401,6.45545725954958e-29,1.46132078600822e-24
"1486298","3R",14759916,2.74729058912127e-26,3.73620845772687e-22
"1486306","3R",14760259,4.55152658544933e-31,1.62279957971242e-26
"1486307","3R",14760262,3.32625998024005e-29,7.99025644099357e-25
"1486308","3R",14760329,1.27978527164869e-31,5.11075238759529e-27
"1486321","3R",14760567,2.44100720525442e-26,3.34542134444359e-22
"1486322","3R",14760642,1.36715943189312e-26,1.99352801865871e-22
"1486358","3R",14762217,1.09575251215101e-17,2.73103488243835e-14
"1486360","3R",14762249,2.04311293041987e-26,2.86112639233053e-22
"1486394","3R",14763603,1.69133794522786e-30,5.40341235880491e-26
"1486396","3R",14763868,8.8491578818722e-27,1.32942338721041e-22
"1486417","3R",14764326,1.02147244543822e-29,2.79310400288321e-25
"1486426","3R",14764472,1.09053851646826e-29,2.96475397294151e-25
"1486442","3R",14764969,6.44135739144414e-32,2.72635197980853e-27
"1486444","3R",14765211,1.03737972242629e-31,4.22628980587298e-27
"1486446","3R",14765257,1.10444078607469e-29,2.99678583689294e-25
"1486451","3R",14765466,2.32667772117443e-16,4.30436021225389e-13
"1486454","3R",14765519,9.86977172448445e-32,4.03840667259955e-27
"1486460","3R",14765572,4.98098196118102e-28,9.48990922121307e-24
"1486465","3R",14765708,3.84101978022369e-17,8.46663548004698e-14
"1486481","3R",14766446,6.47481290177223e-29,1.4627275927137e-24
"1486528","3R",14768864,7.4171785671418e-28,1.37967290957825e-23
"1486547","3R",14769951,6.3426546160314e-16,1.06642263456153e-12
"1486548","3R",14769957,2.93154059811584e-17,6.63878121406661e-14
"1486552","3R",14770058,3.04791009922813e-28,6.08583102255063e-24
"1486556","3R",14770213,2.41577294410694e-33,1.36885345333915e-28
"1486574","3R",14771036,9.70960913964279e-17,1.94920143044136e-13
"1486580","3R",14771272,1.21711892429661e-17,3.00308265581716e-14
"1486651","3R",14774617,1.73123752092311e-26,2.46466786044914e-22
"1486652","3R",14774664,2.35530184213359e-27,3.94975349036953e-23
"1486653","3R",14774682,2.35476433718325e-18,6.76739648829499e-15
"1486654","3R",14774713,4.15203378416473e-29,9.7745970117793e-25
"1486655","3R",14774722,1.35002569950624e-17,3.29620691874091e-14
"1486664","3R",14774873,3.00801055815959e-29,7.30019432834696e-25
"1486722","3R",14777275,2.683159033198e-32,1.23153481128753e-27
"1486726","3R",14777776,2.49500930061435e-16,4.57981403358372e-13
"1486775","3R",14779323,1.64850292119327e-20,7.32732264942429e-17
"1486953","3R",14786786,2.35586026276425e-17,5.45391242158606e-14
"1486954","3R",14786827,1.96930712570602e-17,4.64343145984071e-14
"1487070","3R",14793631,3.09597442088399e-16,5.56020569842543e-13
"1487139","3R",14797344,4.89212714365808e-17,1.05272857877364e-13
"1487269","3R",14802366,9.37499719462216e-19,2.91793095306861e-15
"1487323","3R",14803474,6.59500931617174e-18,1.71856777986457e-14
"1487352","3R",14804865,1.22776959836577e-15,1.93432837225817e-12
"1487448","3R",14808996,1.36921563475253e-15,2.13351581829529e-12
"1487449","3R",14809008,7.03321179810549e-19,2.24136792606859e-15
"1487454","3R",14809148,2.57890127103442e-18,7.34954167138081e-15
"1487455","3R",14809156,3.09807208731898e-21,1.58914417408772e-17
"1487456","3R",14809188,9.91276979017294e-19,3.06774968095777e-15
"1487458","3R",14809256,7.38539023455512e-20,2.87539950293136e-16
"1487459","3R",14809367,5.98091982369111e-22,3.48161598139185e-18
"1487461","3R",14809529,7.27494258460872e-25,7.4932153036886e-21
"1487462","3R",14809561,6.3401874799459e-19,2.04098685447143e-15
"1487464","3R",14809595,7.25244453870352e-18,1.87365368704773e-14
"1487541","3R",14811938,1.25865108924835e-15,1.97846153605445e-12
"1487649","3R",14818224,1.2920049599924e-17,3.16712514214518e-14
"1487756","3R",14823834,1.05740263277539e-17,2.64314126559065e-14
"1487846","3R",14827497,1.7437218011393e-18,5.14036900808629e-15
"1487857","3R",14828175,1.51125677113521e-15,2.33277409923175e-12
"1487882","3R",14829327,2.7460073645557e-16,4.99854231824134e-13
"1487991","3R",14833688,5.73125671374378e-17,1.21528916066973e-13
"1487992","3R",14833701,1.2002126514467e-16,2.36064856267354e-13
"1487997","3R",14833898,3.04458809374118e-19,1.04277943368643e-15
"1488008","3R",14834605,6.98231476649411e-20,2.733145790996e-16
"1488009","3R",14834622,1.04325395791736e-22,7.0939242404179e-19
"1488010","3R",14834641,1.41292056519785e-22,9.34682730569328e-19
"1488096","3R",14839395,1.17864783050696e-15,1.86508730663349e-12
"1488100","3R",14839426,9.06611916112594e-18,2.29729123687846e-14
"1488102","3R",14839492,7.474100593836e-18,1.92686853676647e-14
"1488129","3R",14841206,9.97181059511579e-26,1.2226318581778e-21
"1488173","3R",14843938,6.56648071849697e-18,1.71176468908301e-14
"1488183","3R",14844918,1.16907962269e-20,5.32786597818892e-17
"1488243","3R",14848378,1.24468258015065e-19,4.61832647228523e-16
"1488324","3R",14851942,7.4503464639956e-16,1.2324365659165e-12
"1488444","3R",14856768,1.17766414515829e-22,7.92058678129713e-19
"1488445","3R",14856836,4.07862790827287e-16,7.14172677956882e-13
"1488453","3R",14857498,8.5918459671391e-16,1.40029023127508e-12
"1488454","3R",14857545,1.64505499642838e-19,5.96532181020496e-16
"1488456","3R",14857574,3.94310802246923e-20,1.62397419257563e-16
"1488458","3R",14857605,1.66250430719479e-20,7.3849126239368e-17
"1488467","3R",14857984,2.23177996508827e-17,5.1968733870347e-14
"1488541","3R",14861313,1.56708625082399e-17,3.76889738301935e-14
"1488546","3R",14861625,8.57931943733395e-17,1.74346423723075e-13
"1488558","3R",14862263,9.68599170281867e-16,1.56106583643182e-12
"1488572","3R",14862691,4.43330033065931e-23,3.22971723146498e-19
"1488589","3R",14863652,8.35995369062467e-16,1.36517224012743e-12
"1488665","3R",14868142,1.78038851818886e-15,2.70576107087656e-12
"1488721","3R",14870051,1.8779975515071e-18,5.5046378776646e-15
"1488760","3R",14872005,2.89727456400768e-17,6.56749455480899e-14
"1488773","3R",14872575,7.73541225689851e-19,2.44366359588648e-15
"1488800","3R",14874176,1.14225200503578e-16,2.2592212246801e-13
"1488869","3R",14878360,3.2688558736266e-16,5.8410097963821e-13
"1488870","3R",14878372,5.39554293165376e-19,1.75811202804779e-15
"1488871","3R",14878495,8.33468931191302e-19,2.61718799327179e-15
"1488872","3R",14878829,6.24892396233382e-18,1.63713424709399e-14
"1488877","3R",14879056,5.28818021822514e-16,9.04512105833167e-13
"1488894","3R",14881321,4.02594103751656e-18,1.10170165708869e-14
"1488927","3R",14884824,1.11021122536543e-15,1.76723676769965e-12
"1488933","3R",14885656,1.13705242867357e-15,1.80605194470136e-12
