chrom,start,end,snps,Ancestor.Control,Ancestor.Low,Ancestor.High,Control.Low,Control.High,Low.High
3L,14955001,14960000,123,0.00254855,0.0118583,0.00210736,0.0187168,0.0116619,0.0130411
3L,14960001,14965000,145,-0.000845537,0.0050438,0.00224806,0.00852227,0.00564838,0.0137452
3L,14965001,14970000,163,0.00915428,0.0129655,0.00150783,0.0023799,0.00934366,0.00793375
3L,14970001,14975000,141,0.00576417,0.00960587,0.00502976,0.017831,0.00993281,0.0227558
3L,14975001,14980000,123,0.00755613,0.00569978,-0.000100442,0.00628599,0.0162907,0.0155635
3L,14980001,14985000,125,0.0070379,0.00399528,0.000377519,0.0124055,0.0087898,0.0094463
3L,14985001,14990000,153,0.00257543,0.00896135,0.00651245,0.0160229,0.00272112,0.0263566
3L,14990001,14995000,119,0.00607133,0.00535298,0.0104918,0.0220351,0.00686569,0.0319194
3L,14995001,15000000,113,0.00731143,0.020197,0.00440331,0.0561032,-0.000839815,0.0515048
3L,15000001,15005000,104,0.00440003,0.00802894,0.00836404,0.0170178,0.0162053,0.0294882
3L,15005001,15010000,152,0.00996211,0.00625527,0.00903239,0.0216504,0.00345072,0.023489
3L,15010001,15015000,186,0.00505462,0.00189309,0.00587177,0.0102716,0.0128603,0.00765344
3L,15015001,15020000,112,0.00900071,0.00211379,0.0055154,0.0188898,0.0141773,0.0113304
3L,15020001,15025000,169,0.00659247,0.00430426,0.00445565,0.0196842,0.00787822,0.0220035
3L,15025001,15030000,201,0.0115808,0.00750978,0.0105042,0.0256889,0.0178353,0.0228473
3L,15030001,15035000,162,0.00347175,0.00672992,0.0028567,0.0207095,0.00566877,0.0177969
3L,15035001,15040000,119,0.00690229,0.0058908,0.00715146,0.0119416,0.0234208,0.0156694
3L,15040001,15045000,168,0.00590152,0.022073,0.000789388,0.0296076,0.014452,0.0351289
3L,15045001,15050000,137,0.0104394,0.00422694,0.00503583,0.0260808,0.00970031,0.0211302
3L,15050001,15055000,191,0.00773378,0.00650676,0.0057232,0.0158303,0.0180652,0.014346
3L,15055001,15060000,138,0.00501323,0.00833479,0.00728693,0.0114315,0.00539957,0.0223123
3L,15060001,15065000,178,0.00941415,0.00465928,0.00696546,0.00595621,0.0180166,0.0205238
3L,15065001,15070000,137,0.00951985,0.008504,0.00594455,0.0126284,0.0291521,0.0331835
3L,15070001,15075000,116,0.010617,0.00297502,0.00592141,0.0172149,0.0232232,0.0178454
3L,15075001,15080000,114,0.00595827,0.00977754,0.00807946,0.00435394,0.0139528,0.0272041
3L,15080001,15085000,133,0.00512222,0.00353053,0.0118079,0.0111721,0.0111356,0.0248794
3L,15085001,15090000,124,0.00902714,0.00619111,0.0288111,0.00236754,0.0226152,0.0421853
3L,15090001,15095000,82,0.00507263,0.00171661,0.0267372,0.00615647,0.0235728,0.0343171
3L,15095001,15100000,108,0.0066647,0.00997195,0.00870168,0.0020868,0.0219798,0.031035
3L,15100001,15105000,80,0.00835437,-0.00032088,0.00565118,0.00292286,0.0198711,0.0136454
3L,15105001,15110000,54,0.00967515,0.0090388,0.00712717,0.00915089,0.0120536,0.0257713
3L,15110001,15115000,73,0.00678677,0.00601928,-0.000415743,0.0194046,0.00852264,0.00676677
3L,15115001,15120000,78,0.00262296,0.000795784,0.00636375,0.00451411,0.0150966,0.0105251
3L,15120001,15125000,119,0.0043938,0.0172226,0.00598916,0.0110898,0.00634735,0.00619398
3L,15125001,15130000,82,0.00707368,0.0161009,0.00615369,0.0313001,0.0115446,0.0358007
3L,15130001,15135000,60,0.00427831,0.026751,0.00458013,0.0113663,0.0117481,0.0293447
3L,15135001,15140000,62,0.00063459,0.00813301,0.0078708,0.0031064,0.00842861,0.0200579
3L,15140001,15145000,80,0.0032035,0.00935747,0.00630405,0.0136682,-0.000116653,0.0260029
3L,15145001,15150000,81,0.00355176,0.0270478,0.00476036,0.0182387,0.00600421,0.0441728
3L,15150001,15155000,101,0.00508736,0.00558139,0.00554666,0.00788126,0.00712889,0.00867036
3L,15155001,15160000,96,-5.79345e-05,0.0171646,-3.36758e-05,0.02919,0.00288349,0.021276
3L,15160001,15165000,98,-0.0011401,0.00428473,0.0135112,0.00578266,0.0204083,0.0366703
3L,15165001,15170000,133,0.00968463,0.0264234,0.00550604,0.0313042,0.0346157,0.03377
3L,15170001,15175000,109,0.00638012,0.0108834,0.000609918,0.0151601,0.00906831,0.0215318
3L,15175001,15180000,105,0.00292759,0.00537473,0.00411465,0.0148321,0.0031745,0.0112437
3L,15180001,15185000,85,0.0026824,0.00370106,0.00453707,0.00703094,0.00944375,0.00977037
3L,15185001,15190000,119,-0.000414822,0.0164972,0.0128698,0.0105624,0.00698104,0.0237261
3L,15190001,15195000,98,-0.000351491,0.00307463,0.00295278,0.00726092,0.00684957,0.0141383
3L,15195001,15200000,87,0.00290834,0.0140325,0.00265425,0.0102282,0.0143794,0.0261048
3L,15200001,15205000,104,0.000622074,0.0185228,0.00290455,0.0261509,0.00707906,0.0411341
3L,15205001,15210000,175,0.0018794,0.012128,0.0156707,0.0205296,0.0195662,0.0351131
3L,15210001,15215000,138,0.00309961,0.00807103,0.0103956,0.0043111,0.0182725,0.0305191
3L,15215001,15220000,137,0.00303721,0.00881875,0.0138672,0.0214598,0.0200296,0.0266987
3L,15220001,15225000,116,0.00169032,-0.000180594,0.0133467,0.00301703,0.0183513,0.02446
3L,15225001,15230000,90,-0.000606505,0.00113399,0.0201877,0.0052188,0.0262148,0.0296215
3L,15230001,15235000,120,0.00271916,0.00383517,0.00479522,0.0133892,0.0137145,0.0144005
3L,15235001,15240000,102,0.00635039,0.0341142,0.0170002,0.0535221,0.0193241,0.0813482
3L,15240001,15245000,101,0.00577365,0.0061111,0.0112454,0.00920383,0.0211494,0.0274064
3L,15245001,15250000,92,0.000604348,0.00451018,0.0113361,0.00562893,0.0186006,0.0270897
3L,15250001,15255000,123,0.00793967,0.0074766,0.0130412,0.0214532,0.00907125,0.0246056
3L,15255001,15260000,155,0.00570687,0.00896004,0.0153754,0.0264918,0.0205372,0.0280566
3L,15260001,15265000,125,0.00342879,0.0128952,0.00387656,0.036147,0.00752329,0.0251736
3L,15265001,15270000,220,0.0146487,0.00324769,0.0160715,0.0332794,0.00393153,0.0338884
3L,15270001,15275000,187,0.00320638,0.00441958,0.0170821,0.0187223,0.0173827,0.0316069
3L,15275001,15280000,179,0.00714492,0.000479611,0.00777913,0.0201893,0.015929,0.0146268
3L,15280001,15285000,186,0.00575821,0.00732207,0.00498624,0.0143769,0.00703713,0.0146762
3L,15285001,15290000,154,0.00967049,0.00764972,0.00838215,0.0204364,0.0142506,0.00821349
3L,15290001,15295000,161,0.0106752,0.00427673,0.0107599,0.0123476,0.0188298,0.0118562
3L,15295001,15300000,77,0.00811717,0.00685143,0.00368588,0.0287424,0.0154926,0.0126009
3L,15300001,15305000,126,0.0052371,-6.70607e-05,0.00242699,0.0150806,0.00884809,0.00884599
3L,15305001,15310000,148,0.00123868,0.00276361,0.0126764,0.0145958,0.0122651,0.021803
3L,15310001,15315000,143,0.00552847,0.00289214,0.0175258,0.0245827,0.0119382,0.0400029
3L,15315001,15320000,141,0.00475329,0.00172016,0.00757519,0.0102097,0.01032,0.0204082
3L,15320001,15325000,137,0.00117094,-0.000469764,0.0015438,0.00528859,0.00193183,0.00692156
3L,15325001,15330000,128,0.00703637,0.000484482,0.0105982,0.0082568,0.0152006,0.0107246
3L,15330001,15335000,131,0.00271097,-0.00170744,0.0328781,0.0118801,0.0241585,0.0458513
3L,15335001,15340000,68,-0.00126437,0.00135092,0.0403226,0.00834104,0.0353267,0.0630359
3L,15340001,15345000,53,0.00124146,0.00301089,0.0355969,0.00913076,0.0180154,0.0462898
3L,15345001,15350000,93,0.0276533,0.0115726,0.0145449,0.0254584,0.0375321,0.00704786
3L,15350001,15355000,100,0.0114348,0.00752086,0.00299443,0.015804,0.0172964,0.0146698
3L,15355001,15360000,112,0.0107212,0.000234617,0.00074813,0.0137237,0.0127202,0.00790915
3L,15360001,15365000,115,0.0115128,0.0031935,0.011441,0.0297651,0.0115206,0.0278033
3L,15365001,15370000,97,0.00689902,0.00695093,0.0108061,0.0209808,0.0121045,0.0263891
3L,15370001,15375000,131,0.00155808,0.00130871,0.0136427,0.00587758,0.0257689,0.0318153
3L,15375001,15380000,65,0.00115613,0.00539006,0.0198592,0.0182707,0.0387298,0.0213108
3L,15380001,15385000,85,0.000671164,0.00445592,0.0150789,0.00624159,0.0241555,0.0410328
3L,15385001,15390000,86,0.00295217,0.00816821,0.0127263,0.00505778,0.0118763,0.034185
3L,15390001,15395000,129,0.00538036,0.00537465,0.00505441,0.00757945,0.0106974,0.0269156
3L,15395001,15400000,138,0.00320617,0.0113369,0.00560379,0.0122882,0.00873756,0.0331006
3L,15400001,15405000,122,0.00025589,0.0127202,0.000261849,0.00842481,0.00491386,0.0242071
3L,15405001,15410000,151,-0.000816505,0.00514746,0.00538012,0.0105434,0.0100626,0.0209789
3L,15410001,15415000,128,0.00284907,0.00268944,0.00941854,0.0123706,0.0194769,0.0189827
3L,15415001,15420000,112,0.00378457,0.00124721,0.0197035,0.00353121,0.0382355,0.0431618
3L,15420001,15425000,88,0.00500685,0.0015951,0.00405296,0.0137955,0.00569307,0.00438232
3L,15425001,15430000,99,0.00567919,0.00171202,0.00761012,0.00626948,0.00238703,0.0132295
3L,15430001,15435000,105,0.0233512,0.00400105,0.00346266,0.0257151,0.0177989,0.0126914
3L,15435001,15440000,92,0.0104274,0.0152338,0.0061943,0.0464766,0.023037,0.0152549
3L,15440001,15445000,91,0.00576877,0.0252586,0.0153475,0.00978456,0.013824,0.049641
3L,15445001,15450000,114,0.00122426,0.0105211,0.0020841,0.0215501,0.00450497,0.022785
3L,15450001,15455000,140,-0.00305355,0.0043937,0.0192331,0.00681813,0.0232625,0.0225894
3L,15455001,15460000,145,0.00471058,0.0108373,0.00465707,0.0246541,0.0186484,0.0149828
3L,15460001,15465000,118,0.00410861,0.00448667,0.00781195,0.018423,0.0159937,0.0191546
3L,15465001,15470000,126,0.00989295,0.00231693,0.0297449,0.0124946,0.0529627,0.0527831
3L,15470001,15475000,110,0.0156028,0.00411634,0.0136339,0.0203065,0.0438202,0.0342206
3L,15475001,15480000,121,0.011262,0.00842856,0.00334465,0.0222604,0.0215838,0.0268058
3L,15480001,15485000,128,0.0114295,0.00543575,0.00997292,0.0311153,0.0305368,0.0207601
3L,15485001,15490000,116,0.00917528,0.00212954,0.0235484,0.0182907,0.0543902,0.0368196
3L,15490001,15495000,146,0.00786043,0.00114848,0.00703373,0.00962029,0.0153288,0.00841727
3L,15495001,15500000,134,0.00529683,0.00410653,0.010411,0.0164002,0.0223963,0.0279508
3L,15500001,15505000,111,0.0127885,0.00489075,0.0129962,0.0227383,0.0249618,0.020753
3L,15505001,15510000,75,0.0201015,0.000109226,0.0131693,0.0258582,0.050857,0.0165811
3L,15510001,15515000,131,0.0114653,0.010858,0.0103451,0.0183673,0.0248821,0.0308953
3L,15515001,15520000,183,0.0177973,0.000621726,0.00282126,0.023497,0.0255877,0.00968672
3L,15520001,15525000,60,0.00698281,0.00409053,0.00181968,0.00589236,0.0179574,0.0216622
3L,15525001,15530000,105,0.00614903,0.00941176,0.00699342,0.0205598,0.0106498,0.034148
3L,15530001,15535000,138,0.00754567,0.00754467,0.00168369,0.0185876,0.00591822,0.0116698
3L,15535001,15540000,111,0.00415438,0.00815088,0.00575168,0.0152637,0.0114597,0.0177579
3L,15540001,15545000,101,0.018302,0.0155021,0.00174313,0.00990965,0.0152395,0.0120835
3L,15545001,15550000,81,0.0171233,0.00284543,0.00705579,0.0262146,0.0364417,0.0149948
3L,15550001,15555000,22,0.0248174,0.00700709,-0.000674166,0.0665457,0.0307537,0.00679185
3L,15555001,15560000,20,-0.000632404,0.0169589,0.0227051,0.0214909,0.0334541,0.0116258
3L,15560001,15565000,49,0.00898023,0.00834199,0.0109561,0.0304879,0.0300387,0.0150628
3L,15565001,15570000,46,0.0143666,0.00455677,0.00607319,0.024944,0.0159128,0.0151704
3L,15570001,15575000,41,0.00515866,-0.000364553,0.0233935,0.00724654,0.0372058,0.0325016
3L,15575001,15580000,59,0.00375922,0.00193944,0.00531239,0.0158331,0.0204769,0.0140961
3L,15580001,15585000,64,0.0159314,0.0025861,0.0104364,0.015421,0.0453763,0.0192817
3L,15585001,15590000,69,0.00590204,0.00600284,0.00366369,0.0192191,0.0181683,0.0142524
3L,15590001,15595000,103,0.00424987,0.00598181,0.00184121,0.00739656,0.0111724,0.0151947
3L,15595001,15600000,124,0.00196827,0.01047,0.00682971,0.0115238,0.0175054,0.0300288
3L,15600001,15605000,73,0.000849628,0.00937053,0.0137621,0.0106363,0.0221186,0.022038
3L,15605001,15610000,96,0.00159598,0.00167858,0.00462405,0.00736285,0.0151193,0.00810806
3L,15610001,15615000,172,0.00112695,0.00840312,0.0080295,0.0108271,0.0152976,0.00838311
3L,15615001,15620000,187,0.00199764,0.00768072,0.00998627,0.0188938,0.0146942,0.0276709
3L,15620001,15625000,100,-0.00232617,0.00431566,0.00558277,0.00881203,0.00968504,0.021056
3L,15625001,15630000,165,0.00084995,0.00747714,0.0080301,0.0174304,0.0149183,0.0150663
3L,15630001,15635000,149,0.0120866,0.00412683,0.00521405,0.0131336,0.0345245,0.0187758
3L,15635001,15640000,140,0.00245144,0.00424417,0.00135418,0.0142669,0.00988061,0.012903
3L,15640001,15645000,201,0.00368223,0.00118237,0.00585786,0.00899541,0.0155936,0.0142709
3L,15645001,15650000,165,0.00626125,0.0067296,0.0118937,0.00701082,0.0238423,0.0223408
3L,15650001,15655000,160,0.00591503,0.00059915,0.00386478,0.00943269,0.0206644,0.00788788
3L,15655001,15660000,254,0.00592336,0.00518768,0.0108016,0.0220474,0.0313523,0.00359299
3L,15660001,15665000,136,0.00376869,0.0103291,0.00876517,0.0183152,0.0162181,0.00429274
3L,15665001,15670000,170,0.00866806,0.00683675,0.0108426,0.0157312,0.0157269,0.0270759
3L,15670001,15675000,135,-2.09179e-05,0.000341402,0.00495109,0.0117522,0.0169377,0.00925207
3L,15675001,15680000,154,0.00204518,0.00401423,0.00581103,0.0137616,0.0147797,0.00732812
3L,15680001,15685000,171,-0.000360989,0.00702508,0.00504724,0.0186014,0.0046463,0.0191676
3L,15685001,15690000,138,0.00234421,0.00679491,0.0016062,0.0124746,0.00892632,0.00903401
3L,15690001,15695000,168,0.0159982,0.0120874,0.00513239,0.0328033,0.0193818,0.00689268
3L,15695001,15700000,97,0.00254382,0.0120636,0.00321671,0.02598,0.0119759,0.015901
3L,15700001,15705000,170,0.00161173,0.00940496,0.00240592,0.0230823,0.00876849,0.0136499
3L,15705001,15710000,183,0.00243648,0.00441714,0.00497052,0.0121886,0.0107975,0.00184148
3L,15710001,15715000,158,0.00542657,0.00239828,0.00456326,0.0139338,0.0170916,0.00985914
3L,15715001,15720000,122,0.00269681,0.000389508,0.00440335,0.00998066,0.00927017,0.010008
3L,15720001,15725000,119,0.00125128,0.00343611,0.00459472,0.00985951,0.0172467,0.0105362
3L,15725001,15730000,94,0.0134829,0.01329,0.0089631,0.038159,0.0278125,0.00565576
3L,15730001,15735000,152,0.0163402,0.00387129,0.0029011,0.0263443,0.0308779,0.0060506
3L,15735001,15740000,130,0.00370917,0.000559585,0.00360954,0.0150521,0.0101288,0.0083986
3L,15740001,15745000,141,0.00434102,0.00280696,0.00881951,0.0110482,0.00674682,0.0261138
3L,15745001,15750000,167,0.00284581,0.014177,0.00139101,0.0132032,0.00542728,0.0124217
3L,15750001,15755000,145,0.00295024,0.00878239,0.00201534,0.0250432,0.00924973,0.0117574
3L,15755001,15760000,168,0.00830062,0.00517521,0.00606806,0.0131406,0.0141374,0.0168587
3L,15760001,15765000,173,0.00168828,0.00392027,0.00959166,0.0137697,0.0125615,0.0253942
3L,15765001,15770000,146,0.00287441,0.00348097,0.00559086,0.0149942,0.0112163,0.0234319
3L,15770001,15775000,196,0.0214545,0.00322075,0.00393244,0.0358977,0.0255044,0.0155348
3L,15775001,15780000,151,0.0100539,0.00282719,0.00784348,0.0234262,0.015917,0.0136712
3L,15780001,15785000,160,0.0151362,0.00828763,0.0116939,0.0332499,0.0105608,0.0223727
3L,15785001,15790000,129,0.0140946,0.00936319,0.00646775,0.0285322,0.0167134,0.0213435
3L,15790001,15795000,128,0.00838287,0.0174738,0.0130634,0.0132235,0.0121546,0.00881594
3L,15795001,15800000,136,0.00378609,0.00608886,0.00666466,0.00715269,0.0104957,0.0126201
3L,15800001,15805000,107,0.00430014,0.00775703,0.00988934,0.0215015,0.0250009,0.0234793
3L,15805001,15810000,57,0.00175322,0.00778661,0.00368074,0.0221862,0.0144812,0.00185695
3L,15810001,15815000,82,0.00478447,0.0116257,0.0125746,0.0103775,0.0110739,0.00106808
3L,15815001,15820000,63,0.00311332,0.00523879,0.003194,0.00794924,0.00307313,0.00777475
3L,15820001,15825000,37,0.00700012,0.00268095,0.00298731,0.0125443,0.0135275,0.004467
3L,15825001,15830000,72,0.00718172,-0.000697004,-0.000777074,0.0118553,0.00513289,0.000429728
3L,15830001,15835000,80,0.00456725,0.004476,0.00216803,0.0103574,0.00531645,0.00266276
3L,15835001,15840000,86,0.0131013,0.00466259,0.00117525,0.00964126,0.0174962,0.002694
3L,15840001,15845000,141,0.00944508,0.00261233,0.0022965,0.017347,0.00968449,0.00844578
3L,15845001,15850000,123,0.00761337,0.00467861,-0.00283362,0.0128305,0.0117183,0.00787145
3L,15850001,15855000,122,0.00674667,0.00441681,-0.000959111,0.0209344,0.00858968,0.00601867
3L,15855001,15860000,137,0.000394896,0.00515875,-0.00274767,0.0160477,0.00234827,0.0131615
3L,15860001,15865000,90,0.00247022,0.0119285,0.000442013,0.0167279,0.00467718,0.0165907
3L,15865001,15870000,146,0.00917828,0.00902983,0.00757807,0.0136135,0.0070441,0.00959708
3L,15870001,15875000,190,0.00525702,0.0123139,0.00611977,0.0267926,0.0193569,0.0147857
3L,15875001,15880000,176,0.0104515,0.00683075,0.00995894,0.0303074,0.0153003,0.0172748
3L,15880001,15885000,151,0.00801707,0.000661897,0.0119898,0.00893089,0.00742543,0.0106933
3L,15885001,15890000,117,0.0141344,0.00536096,0.00783789,0.00824334,0.0258822,0.0246125
3L,15890001,15895000,124,0.00478107,0.00180018,0.0242943,0.0156385,0.0185924,0.0439051
3L,15895001,15900000,100,0.00817153,0.00816459,0.00254001,0.0207246,0.00496849,0.0119525
3L,15900001,15905000,131,0.000424359,0.00333616,0.00904661,0.0115642,0.0145558,0.0193039
3L,15905001,15910000,150,0.00246883,0.00227568,0.00566413,0.00903232,0.0170803,0.00968289
3L,15910001,15915000,145,-0.000808033,0.00759278,0.0020981,0.00884956,0.0116143,0.0126404
3L,15915001,15920000,126,0.00246057,0.00365237,0.00182926,0.00384247,0.0072293,0.0129816
3L,15920001,15925000,135,0.00133266,0.0155672,0.00440845,0.0137705,0.0102493,0.0180781
3L,15925001,15930000,119,0.0003673,0.0122574,0.00805809,0.00844102,0.0201715,0.0265422
3L,15930001,15935000,0,nan,nan,nan,nan,nan,nan
3L,15935001,15940000,64,0.00299675,0.00574438,0.00863063,0.0199273,0.011833,0.0129622
3L,15940001,15945000,146,-0.000802878,0.000450744,1.60249e-05,0.00495516,0.00126686,0.0046725
3L,15945001,15950000,149,0.00270778,0.00769859,-5.64598e-05,0.0171046,0.00667468,0.0199623
3L,15950001,15955000,149,0.000875111,0.0061647,0.00454266,0.0124188,0.0143109,0.0238336
3L,15955001,15960000,73,0.0131639,0.0124131,0.00986397,0.0230875,0.0409962,0.0133488
3L,15960001,15965000,69,0.00970009,0.0128304,0.00756067,0.031673,0.0167237,0.0312923
3L,15965001,15970000,50,0.0068138,0.0277082,0.00134026,0.0403713,0.0141022,0.0307526
3L,15970001,15975000,49,0.0216132,0.00370702,0.00636664,0.0256108,0.0400217,0.0184717
3L,15975001,15980000,115,0.012558,0.0039878,0.00299686,0.0197192,0.0102136,0.0182864
3L,15980001,15985000,108,-0.000611963,-0.000147846,0.00119865,0.00846162,0.00391643,0.00434426
3L,15985001,15990000,79,0.0079017,0.000992097,0.00291998,0.0203649,0.0147888,0.0137596
3L,15990001,15995000,69,0.00726374,0.0040421,0.00288068,0.0309435,0.00648671,0.0178633
3L,15995001,16000000,100,0.00361068,0.00117307,0.00583993,0.0193193,0.0114279,0.0120533
3L,16000001,16005000,83,0.00725082,0.00858897,0.00347178,0.0187414,0.0106718,0.0202685
3L,16005001,16010000,66,0.000664825,0.000489965,0.00150325,0.0121685,0.00877382,0.00672676
3L,16010001,16015000,101,0.0223799,0.000801734,0.00717143,0.0249034,0.043055,0.0226592
3L,16015001,16020000,128,0.000718576,0.0049939,0.00286715,0.010185,0.0114938,0.0227182
3L,16020001,16025000,109,0.00457853,0.00712382,0.00739758,0.0154973,0.0233638,0.014783
3L,16025001,16030000,106,0.00137646,0.00689817,0.006994,0.0111451,0.0159842,0.0284404
3L,16030001,16035000,151,0.0042391,0.00667482,0.00805317,0.00854393,0.0284969,0.0339403
3L,16035001,16040000,154,-0.000774597,0.011362,0.0106092,0.013756,0.0147855,0.039413
3L,16040001,16045000,116,0.000477125,0.00176817,0.00747524,0.00731009,0.0136596,0.0154513
3L,16045001,16050000,119,0.00648967,0.00679192,0.000970021,0.0145106,0.0171141,0.0185881
3L,16050001,16055000,111,0.00216162,0.00138321,0.00354215,0.00700045,0.009641,0.00463954
3L,16055001,16060000,150,0.00707274,0.000286661,0.000605727,0.013235,0.00887015,0.00861226
3L,16060001,16065000,115,0.00527768,0.000434309,0.00631481,0.00688065,0.020872,0.0139366
3L,16065001,16070000,128,0.00473667,0.005001,0.000945592,0.00823224,0.00636945,0.00632775
3L,16070001,16075000,123,0.0048595,0.00758947,0.00383507,0.00702796,0.0109811,0.0139755
3L,16075001,16080000,105,0.00249372,0.000178581,-0.00177608,0.00342403,0.00616389,0.00384385
3L,16080001,16085000,128,0.00873817,0.00136596,0.00363401,0.0108109,0.00661072,0.0116729
3L,16085001,16090000,90,0.00234357,0.0101074,0.00373459,0.00581462,0.00426271,0.0224988
3L,16090001,16095000,57,0.00571485,0.00274638,0.000620861,0.00450623,0.00431475,0.00926487
3L,16095001,16100000,72,0.0070008,0.0150016,0.0079833,0.0309748,0.00542719,0.0216567
3L,16100001,16105000,57,0.00642431,0.0127203,0.00231824,0.0206784,0.00340929,0.0272898
3L,16105001,16110000,59,0.0078241,0.0204445,0.00621464,0.0379879,0.00341348,0.0476766
3L,16110001,16115000,29,0.0141654,0.0412983,0.00139207,0.0195815,0.0128088,0.0325956
3L,16115001,16120000,52,0.0230325,0.0293741,0.00248117,0.049621,0.014705,0.0283408
3L,16120001,16125000,51,0.0264664,0.0327887,0.000295583,0.020803,0.0236181,0.0298901
3L,16125001,16130000,72,0.0408759,0.0242179,0.00322611,0.0210767,0.022721,0.0169846
3L,16130001,16135000,61,0.0376596,0.0374969,0.000711149,0.0175926,0.0181266,0.0244268
3L,16135001,16140000,86,0.0245682,0.0295002,0.00473037,0.025207,0.015547,0.0258055
3L,16140001,16145000,91,0.00750062,0.0134883,0.00408726,0.0244307,0.00790642,0.0252328
3L,16145001,16150000,90,0.0119905,0.00973744,0.00580878,0.0267432,0.0051804,0.0168223
3L,16150001,16155000,103,0.00566055,0.0105405,0.00445984,0.0262458,0.00381378,0.0159697
3L,16155001,16160000,92,0.0168783,0.00455325,0.000782489,0.0352592,0.00984139,0.0148812
3L,16160001,16165000,84,0.011368,0.00860699,0.00294374,0.0262783,0.00715201,0.00892968
3L,16165001,16170000,84,0.0151281,0.00863316,0.00804343,0.0411592,0.0119205,0.0138354
3L,16170001,16175000,104,0.00461423,0.00854974,0.00184802,0.0114273,0.00744734,0.00734151
3L,16175001,16180000,118,0.0074377,0.00402001,0.00164024,0.0170948,0.00517609,0.0116279
3L,16180001,16185000,123,0.00117956,0.00302563,0.0041665,0.0112653,0.00713771,0.00468986
3L,16185001,16190000,29,0.0134453,0.000937966,0.00325557,0.0348062,0.0110363,0.0140123
3L,16190001,16195000,145,0.00254052,0.0072555,0.00681961,0.012463,0.00911962,0.00868709
3L,16195001,16200000,122,0.00864671,0.00831546,0.00494547,0.00534632,0.0107437,0.00561525
3L,16200001,16205000,118,0.00147906,0.0118375,0.0165198,0.00757841,0.0140895,0.0134542
3L,16205001,16210000,169,0.0037213,0.0131163,0.015257,0.0099748,0.0201812,0.0132499
3L,16210001,16215000,140,0.0133649,0.0072629,0.0134441,0.0114467,0.0324046,0.00590021
3L,16215001,16220000,111,0.00524184,0.0115431,0.00653224,0.0106685,0.0185552,0.0105194
3L,16220001,16225000,175,0.00248292,0.00405717,0.000166232,0.00650572,0.00996465,0.00858573
3L,16225001,16230000,96,-0.000992159,0.00299532,0.013125,0.00183664,0.0211295,0.0249619
3L,16230001,16235000,111,0.00220391,0.00146589,0.013709,0.000476401,0.00762811,0.013545
3L,16235001,16240000,127,0.0107407,0.00536961,0.0120808,0.00832889,0.00533179,0.00991586
3L,16240001,16245000,134,0.00575456,0.0093835,0.005313,0.0195468,0.0264073,0.0117273
3L,16245001,16250000,132,0.0082971,0.0034577,0.00381807,0.00897328,0.0141507,0.00700873
3L,16250001,16255000,108,0.00541252,0.00496509,-0.000102147,0.0120551,0.0123295,0.00592581
3L,16255001,16260000,127,0.00401219,0.00967001,0.00515304,0.00590067,0.0124792,0.017535
3L,16260001,16265000,125,0.00330847,0.0104223,0.00418007,0.00824929,0.00800368,0.0114652
3L,16265001,16270000,140,0.00438155,0.00916327,0.00720702,0.0185488,0.0122365,0.0258415
3L,16270001,16275000,166,-0.000307177,0.0228776,0.00242666,0.0290921,0.0078149,0.0333976
3L,16275001,16280000,193,0.00826927,0.00781879,0.0084718,0.0171895,0.0244263,0.0148609
3L,16280001,16285000,131,0.00699246,0.00484449,0.00594976,0.0119002,0.0232433,0.0146352
3L,16285001,16290000,142,0.00557893,0.0111192,0.00678034,0.0135931,0.00733994,0.00763878
3L,16290001,16295000,154,0.00652663,0.0142124,0.00757264,0.00531599,0.0136845,0.0215042
3L,16295001,16300000,128,0.00434474,0.00318392,0.00475449,0.00806485,0.0128636,0.00511875
3L,16300001,16305000,166,0.00321,0.00532335,0.00142725,0.0254366,0.00815423,0.0112274
3L,16305001,16310000,204,0.0023129,0.00280588,0.000790035,0.00625427,0.00289553,0.00520936
3L,16310001,16315000,112,0.00884435,0.00675305,-0.000677874,0.018371,0.0140852,0.00615871
3L,16315001,16320000,138,0.00620961,0.00999824,0.00495575,0.0242095,0.0144381,0.00729885
3L,16320001,16325000,137,0.0063121,0.00766136,-0.000338611,0.0243459,0.0103156,0.0153388
3L,16325001,16330000,133,0.00245997,0.00441837,0.00542358,0.0105668,0.0160381,0.0130945
3L,16330001,16335000,117,-0.00141006,0.00803592,0.0067025,0.0122317,0.0133118,0.0126113
3L,16335001,16340000,150,0.00374218,0.0071078,-0.000300234,0.010171,0.0125289,0.0113826
3L,16340001,16345000,100,0.00335035,0.00380842,-0.000794055,0.021606,0.0130278,0.00281232
3L,16345001,16350000,103,0.00390952,0.00925954,0.000512673,0.0139381,0.0158094,0.0121431
3L,16350001,16355000,91,0.00295905,0.00341558,0.00174863,0.00927476,0.0147479,0.0140724
3L,16355001,16360000,128,0.00753172,0.0036768,0.00299015,0.00339785,0.015532,0.0144776
3L,16360001,16365000,126,0.00829035,-0.000745394,0.00444141,0.00676181,0.0260187,0.00930189
3L,16365001,16370000,148,0.00724331,0.010116,-0.00144568,0.00526952,0.00989467,0.0139949
3L,16370001,16375000,97,0.00577958,0.00249522,0.00488921,0.0190373,0.0199719,0.00556817
3L,16375001,16380000,58,-0.00126348,0.0253008,0.0154829,0.0201529,0.0227633,0.0121078
